city,location,time,weather,crime_type,cctv,police,traffic,speed,temp,rainfall,accidents,complaints,severity
Chennai,Nungambakkam,Morning,stormy,Carjacking,3,4,5,74,17,166,6,0,5.12
Hyderabad,Dilsukhnagar,Morning,sunny,Carjacking,7,3,7,8,28,282,8,6,7.19
Ahmedabad,Isanpur,Evening,foggy,Robbery,5,3,6,62,33,204,6,1,7.41
Kolkata,New Town,Afternoon,rainy,Pickpocketing,2,1,7,41,26,137,7,8,7.25
Pune,Chinchwad,Night,sunny,Chain Snatching,7,2,6,52,40,35,2,7,6.71
Delhi,Dwarka,Afternoon,stormy,Cyber Crime,6,1,1,43,15,94,7,9,6.91
Delhi,Connaught Place,Morning,sunny,Chain Snatching,9,0,5,70,21,15,3,0,3.95
Bangalore,Koramangala,Afternoon,cloudy,Eve Teasing,4,1,1,17,40,236,5,2,4.81
Hyderabad,Miyapur,Morning,sunny,Burglary,3,1,7,70,21,163,0,5,5.93
Mumbai,Borivali,Afternoon,foggy,Vandalism,0,3,4,64,27,89,1,2,4.71
Kolkata,Howrah,Evening,sunny,Theft,9,0,5,45,23,107,6,8,6.44
Chennai,Tambaram,Midnight,rainy,Theft,2,0,1,36,19,83,5,9,8.72
Mumbai,Borivali,Evening,sunny,Eve Teasing,1,1,8,56,18,254,9,9,8.5
Pune,Koregaon Park,Evening,cloudy,Fraud,7,0,4,9,19,164,4,1,5.1
Hyderabad,Mehdipatnam,Midnight,sunny,Theft,7,0,3,71,38,199,6,5,7.26
Pune,Shivajinagar,Midnight,foggy,Mobile Theft,4,4,1,70,38,156,1,1,4.62
Ahmedabad,Ghatlodia,Night,stormy,Chain Snatching,4,0,4,56,42,30,9,2,7.68
Chennai,Nungambakkam,Night,sunny,Cyber Crime,3,2,3,53,34,65,3,9,6.63
Ahmedabad,Nikol,Evening,sunny,Assault,0,0,8,33,26,88,4,8,8.07
Bangalore,Koramangala,Evening,rainy,Burglary,0,3,9,42,22,258,7,8,8.3
Pune,Hadapsar,Morning,foggy,Mobile Theft,5,4,5,74,27,252,5,1,4.78
Bangalore,BTM Layout,Morning,stormy,Mobile Theft,3,3,9,12,18,233,5,7,7.45
Delhi,Connaught Place,Night,cloudy,Pickpocketing,3,3,1,63,34,106,4,2,3.69
Ahmedabad,Navrangpura,Night,sunny,Chain Snatching,2,2,7,59,25,68,9,1,6.51
Hyderabad,Kukatpally,Morning,stormy,Robbery,8,4,7,6,29,277,4,9,8.11
Pune,Pimpri,Morning,cloudy,Pickpocketing,2,1,6,30,38,200,0,7,4.84
Kolkata,Tollygunge,Afternoon,foggy,Theft,7,0,4,67,28,52,3,2,4.29
Chennai,Mylapore,Afternoon,foggy,Mobile Theft,1,2,9,21,32,240,8,7,7.73
Mumbai,Bandra,Morning,stormy,Robbery,3,2,3,63,34,174,1,5,6.49
Hyderabad,Abids,Afternoon,cloudy,Pickpocketing,0,1,1,20,15,41,5,0,3.43
Hyderabad,Dilsukhnagar,Midnight,foggy,Carjacking,4,2,2,62,15,259,1,1,6.71
Bangalore,Hebbal,Night,stormy,Vandalism,1,1,3,68,25,209,8,1,6.6
Ahmedabad,Ghatlodia,Night,foggy,Chain Snatching,0,1,2,54,43,41,4,6,7.7
Pune,Hadapsar,Morning,foggy,Robbery,0,1,6,30,43,169,8,5,8.53
Pune,Viman Nagar,Evening,foggy,Eve Teasing,1,2,7,21,43,258,9,1,6.54
Delhi,Dwarka,Morning,rainy,Vandalism,4,1,5,50,38,203,4,0,4.62
Delhi,Nehru Place,Afternoon,cloudy,Pickpocketing,8,2,5,72,34,162,8,4,5.52
Chennai,Anna Nagar,Evening,stormy,Fraud,5,4,7,54,44,104,1,1,4.71
Bangalore,Whitefield,Afternoon,stormy,Eve Teasing,3,1,6,47,20,177,6,9,8.3
Hyderabad,Abids,Midnight,cloudy,Chain Snatching,2,2,8,52,19,190,7,9,9.61
Pune,Pimpri,Afternoon,cloudy,Carjacking,7,2,9,72,27,123,2,5,6.19
Kolkata,Tollygunge,Midnight,cloudy,Robbery,2,2,2,23,24,197,0,1,6.68
Bangalore,Rajajinagar,Midnight,cloudy,Assault,0,0,2,29,20,98,1,8,8.84
Chennai,Mylapore,Afternoon,sunny,Robbery,3,0,1,76,18,5,9,4,6.83
Chennai,Nungambakkam,Afternoon,stormy,Vandalism,4,1,7,22,18,287,4,6,6.62
Bangalore,Jayanagar,Midnight,sunny,Robbery,4,4,4,55,21,266,8,3,7.95
Chennai,Tambaram,Evening,foggy,Vandalism,4,1,9,22,30,42,4,1,5.68
Bangalore,Rajajinagar,Midnight,foggy,Eve Teasing,7,3,6,62,15,294,0,2,6.68
Mumbai,Thane,Night,stormy,Robbery,7,3,7,68,23,140,0,4,7.0
Bangalore,Yeshwanthpur,Midnight,foggy,Eve Teasing,3,4,7,75,40,268,1,0,6.88
Ahmedabad,Ghatlodia,Evening,cloudy,Carjacking,8,4,8,61,33,38,0,3,5.57
Bangalore,HSR Layout,Night,sunny,Carjacking,0,4,4,21,34,161,7,3,6.95
Chennai,T.Nagar,Morning,cloudy,Vandalism,4,0,3,63,29,194,1,1,3.5
Pune,Shivajinagar,Morning,foggy,Pickpocketing,4,0,3,71,23,103,7,8,6.9
Ahmedabad,Isanpur,Evening,sunny,Carjacking,4,3,8,19,35,244,4,5,6.89
Chennai,T.Nagar,Midnight,cloudy,Burglary,7,4,3,30,42,64,0,8,6.74
Delhi,Nehru Place,Afternoon,stormy,Robbery,8,2,8,52,34,200,3,5,8.25
Delhi,Saket,Evening,cloudy,Burglary,2,3,2,18,42,241,1,1,5.9
Pune,Baner,Night,foggy,Robbery,8,4,5,13,36,6,5,0,6.76
Pune,Shivajinagar,Night,sunny,Theft,7,2,5,11,15,218,4,3,5.8
Ahmedabad,Navrangpura,Morning,stormy,Eve Teasing,2,4,7,59,40,2,8,0,5.53
Mumbai,Thane,Night,sunny,Vandalism,1,1,5,16,15,283,2,7,8.15
Pune,Chinchwad,Evening,stormy,Chain Snatching,3,2,9,21,30,21,4,0,6.01
Delhi,Rohini,Night,sunny,Chain Snatching,1,1,3,77,19,93,9,4,7.23
Bangalore,Marathahalli,Evening,foggy,Fraud,3,0,9,12,35,70,6,8,8.57
Chennai,Mylapore,Afternoon,stormy,Cyber Crime,4,3,1,46,41,221,8,0,4.42
Delhi,Janakpuri,Morning,rainy,Mobile Theft,1,4,3,41,23,12,2,3,3.33
Delhi,Janakpuri,Night,sunny,Pickpocketing,7,3,4,24,15,4,3,7,4.62
Mumbai,Bandra,Evening,sunny,Vandalism,0,4,6,5,33,21,0,7,5.88
Ahmedabad,Maninagar,Midnight,cloudy,Carjacking,2,1,8,13,30,294,1,0,7.62
Ahmedabad,Chandkheda,Morning,stormy,Assault,6,2,7,28,17,36,2,7,5.84
Hyderabad,Secunderabad,Afternoon,rainy,Pickpocketing,9,2,8,38,18,30,9,2,4.76
Mumbai,Bandra,Evening,foggy,Pickpocketing,0,4,6,40,26,61,6,6,6.26
Bangalore,Jayanagar,Afternoon,cloudy,Assault,1,1,6,8,43,220,6,9,9.08
Ahmedabad,Ghatlodia,Afternoon,rainy,Eve Teasing,2,4,6,33,21,80,0,0,4.55
Chennai,Mylapore,Night,stormy,Pickpocketing,1,4,3,20,29,232,8,4,7.27
Pune,Pimpri,Night,rainy,Theft,1,4,4,12,37,5,2,3,5.93
Mumbai,Dadar,Evening,sunny,Pickpocketing,5,2,6,43,29,104,2,3,4.08
Pune,Hadapsar,Midnight,sunny,Cyber Crime,6,4,7,62,40,161,1,4,6.05
Delhi,Saket,Evening,cloudy,Mobile Theft,5,2,3,16,19,51,2,2,5.08
Chennai,Tambaram,Midnight,stormy,Fraud,5,0,4,48,44,157,5,6,8.89
Chennai,Porur,Afternoon,stormy,Burglary,8,1,6,8,39,12,9,1,6.22
Delhi,Janakpuri,Morning,rainy,Chain Snatching,7,0,1,29,37,185,3,0,4.55
Mumbai,Dadar,Evening,cloudy,Eve Teasing,7,4,7,74,16,221,1,5,5.46
Delhi,Rohini,Evening,stormy,Vandalism,5,2,1,71,26,240,7,0,4.46
Pune,Aundh,Midnight,sunny,Carjacking,4,1,9,43,33,147,0,6,8.44
Hyderabad,Madhapur,Afternoon,rainy,Theft,8,3,9,28,41,54,9,7,6.28
Chennai,Mylapore,Afternoon,foggy,Eve Teasing,1,1,9,10,37,58,7,1,6.65
Kolkata,Salt Lake,Midnight,sunny,Burglary,6,1,4,76,19,197,1,3,7.13
Kolkata,Dum Dum,Afternoon,cloudy,Mobile Theft,5,4,2,37,37,97,8,6,4.66
Pune,Kothrud,Night,stormy,Fraud,6,0,7,52,39,155,3,5,7.05
Bangalore,Whitefield,Morning,sunny,Burglary,3,0,4,71,39,249,3,1,5.91
Ahmedabad,Vastrapur,Evening,foggy,Vandalism,8,3,5,6,17,179,6,3,5.95
Delhi,Dwarka,Morning,foggy,Assault,6,4,1,42,38,73,2,2,3.53
Delhi,Nehru Place,Evening,cloudy,Carjacking,1,1,6,44,43,60,9,8,8.91
Bangalore,Yeshwanthpur,Night,sunny,Assault,3,0,7,60,20,44,2,5,7.79
Bangalore,Rajajinagar,Afternoon,rainy,Robbery,4,0,3,25,27,134,3,1,5.98
Pune,Viman Nagar,Midnight,sunny,Fraud,1,2,2,39,34,209,9,1,6.43
Pune,Pimpri,Night,foggy,Carjacking,9,1,7,79,29,85,2,2,6.67
Bangalore,Jayanagar,Morning,cloudy,Vandalism,7,4,1,79,18,269,9,4,4.24
Chennai,Nungambakkam,Midnight,cloudy,Eve Teasing,0,0,2,71,34,291,7,5,8.42
Pune,Pimpri,Afternoon,rainy,Chain Snatching,2,4,3,64,21,263,8,4,6.37
Hyderabad,Dilsukhnagar,Night,cloudy,Carjacking,0,1,4,27,36,267,4,0,6.83
Pune,Shivajinagar,Midnight,cloudy,Cyber Crime,4,1,5,69,32,224,2,0,4.91
Delhi,Lajpat Nagar,Night,cloudy,Eve Teasing,7,0,4,67,35,215,6,6,7.53
Pune,Shivajinagar,Night,cloudy,Eve Teasing,6,3,3,27,35,230,2,9,7.06
Chennai,Adyar,Afternoon,cloudy,Cyber Crime,8,4,1,46,36,189,5,6,4.23
Bangalore,Hebbal,Evening,foggy,Robbery,1,4,7,68,21,141,3,9,8.7
Delhi,Rohini,Midnight,sunny,Theft,7,2,6,70,26,176,6,5,7.75
Pune,Kothrud,Afternoon,stormy,Mobile Theft,7,1,2,45,25,50,5,8,6.29
Chennai,Nungambakkam,Night,cloudy,Fraud,5,1,2,24,38,189,6,1,5.69
Hyderabad,LB Nagar,Afternoon,stormy,Fraud,2,0,3,13,26,4,3,0,4.77
Pune,Viman Nagar,Evening,stormy,Robbery,1,0,8,61,40,210,5,5,9.0
Chennai,Tambaram,Midnight,foggy,Assault,7,0,8,79,44,194,9,5,10.0
Hyderabad,Madhapur,Evening,cloudy,Assault,5,2,8,21,29,0,6,8,8.41
Bangalore,HSR Layout,Morning,stormy,Vandalism,3,3,7,22,22,103,9,9,7.36
Pune,Kothrud,Midnight,cloudy,Theft,4,0,2,67,25,100,7,0,5.68
Hyderabad,Mehdipatnam,Evening,rainy,Eve Teasing,4,0,1,76,35,127,9,0,5.46
Delhi,Connaught Place,Night,rainy,Pickpocketing,8,0,6,76,32,248,8,9,9.29
Bangalore,Rajajinagar,Midnight,rainy,Pickpocketing,8,2,8,30,24,290,2,5,6.12
Delhi,Connaught Place,Midnight,stormy,Assault,7,4,1,76,22,268,4,4,7.72
Kolkata,Howrah,Afternoon,rainy,Robbery,7,3,3,76,20,37,9,5,6.34
Mumbai,Borivali,Night,foggy,Theft,1,4,1,17,17,249,2,5,6.5
Pune,Viman Nagar,Morning,foggy,Cyber Crime,2,1,9,21,34,220,4,3,5.77
Hyderabad,Madhapur,Evening,stormy,Burglary,7,1,7,30,26,62,1,9,6.88
Mumbai,Mulund,Afternoon,cloudy,Chain Snatching,4,0,8,10,31,252,2,7,7.61
Mumbai,Mulund,Evening,sunny,Theft,6,4,9,8,17,264,6,4,6.88
Hyderabad,Jubilee Hills,Morning,cloudy,Mobile Theft,7,2,3,11,34,163,7,5,5.32
Bangalore,Indiranagar,Morning,cloudy,Vandalism,5,3,2,21,32,22,4,1,2.77
Pune,Kothrud,Midnight,cloudy,Eve Teasing,4,4,6,54,44,78,2,0,5.18
Kolkata,Salt Lake,Morning,cloudy,Mobile Theft,7,4,5,10,26,117,3,7,4.87
Delhi,Vasant Kunj,Evening,sunny,Eve Teasing,0,3,4,34,36,184,2,5,5.17
Chennai,Tambaram,Night,rainy,Cyber Crime,0,4,6,78,38,58,2,8,6.52
Delhi,Pitampura,Night,cloudy,Fraud,0,4,6,60,30,251,8,4,7.01
Chennai,Tambaram,Midnight,foggy,Carjacking,2,3,3,43,42,88,3,7,7.83
Delhi,Rohini,Evening,stormy,Mobile Theft,9,2,2,18,36,228,5,6,5.9
Hyderabad,Banjara Hills,Evening,stormy,Carjacking,5,3,9,58,24,237,2,9,8.55
Kolkata,Tollygunge,Morning,foggy,Fraud,5,0,8,26,33,291,7,0,5.54
Pune,Wakad,Evening,cloudy,Vandalism,4,0,4,61,23,294,3,6,6.56
Chennai,Adyar,Afternoon,sunny,Mobile Theft,6,0,6,45,28,43,7,3,5.19
Pune,Viman Nagar,Morning,rainy,Eve Teasing,4,0,3,14,34,79,1,5,5.59
Pune,Kothrud,Afternoon,stormy,Carjacking,1,1,8,6,28,173,8,8,10.0
Pune,Aundh,Midnight,rainy,Carjacking,3,2,3,71,36,140,1,8,8.08
Ahmedabad,Navrangpura,Night,sunny,Chain Snatching,0,1,2,52,18,36,2,8,7.63
Bangalore,Yeshwanthpur,Midnight,stormy,Carjacking,6,4,7,46,29,13,2,4,8.08
Delhi,Pitampura,Night,rainy,Eve Teasing,3,4,3,15,34,121,4,3,6.22
Pune,Koregaon Park,Midnight,sunny,Vandalism,3,3,9,78,41,237,2,5,6.78
Delhi,Nehru Place,Evening,rainy,Burglary,3,0,3,16,16,54,7,9,8.42
Pune,Pimpri,Afternoon,cloudy,Assault,2,3,8,18,40,21,9,4,8.29
Chennai,Anna Nagar,Night,sunny,Theft,7,4,2,34,32,202,6,9,6.9
Bangalore,Whitefield,Morning,rainy,Mobile Theft,3,0,9,64,16,14,0,4,5.06
Bangalore,Indiranagar,Afternoon,cloudy,Cyber Crime,7,2,1,34,32,29,5,7,4.51
Hyderabad,Mehdipatnam,Morning,cloudy,Robbery,8,4,3,42,22,28,1,9,5.59
Ahmedabad,Satellite,Afternoon,sunny,Pickpocketing,0,3,2,79,24,251,7,4,4.91
Hyderabad,Miyapur,Afternoon,foggy,Theft,3,3,7,69,34,159,9,0,6.13
Hyderabad,Jubilee Hills,Midnight,stormy,Chain Snatching,5,4,5,51,18,116,7,4,7.64
Hyderabad,Banjara Hills,Night,sunny,Carjacking,7,1,8,43,24,157,6,4,8.48
Hyderabad,LB Nagar,Night,cloudy,Vandalism,5,2,2,53,24,107,7,4,4.3
Hyderabad,Jubilee Hills,Afternoon,cloudy,Burglary,5,4,8,77,41,114,0,2,4.81
Kolkata,New Town,Evening,sunny,Pickpocketing,9,4,7,62,44,271,7,8,6.52
Bangalore,Hebbal,Evening,foggy,Fraud,3,3,5,21,17,175,0,4,4.96
Hyderabad,Kukatpally,Morning,stormy,Burglary,8,0,2,10,35,230,2,1,5.47
Pune,Hadapsar,Morning,rainy,Mobile Theft,6,0,7,19,18,283,3,4,5.72
Bangalore,Whitefield,Midnight,sunny,Assault,5,0,4,71,37,249,2,8,8.2
Bangalore,Whitefield,Afternoon,stormy,Carjacking,0,3,4,32,24,55,1,7,7.26
Mumbai,Thane,Morning,stormy,Robbery,1,0,8,77,21,272,2,5,8.03
Kolkata,Dum Dum,Morning,cloudy,Cyber Crime,5,4,6,48,36,189,8,8,5.2
Hyderabad,Secunderabad,Afternoon,rainy,Pickpocketing,0,1,9,22,37,20,1,6,6.94
Delhi,Karol Bagh,Midnight,sunny,Carjacking,4,1,2,36,26,164,4,1,6.85
Chennai,Adyar,Morning,cloudy,Cyber Crime,0,1,5,73,21,284,2,0,3.77
Ahmedabad,Vastrapur,Midnight,cloudy,Cyber Crime,2,0,6,48,27,67,8,2,6.11
Pune,Viman Nagar,Night,foggy,Pickpocketing,6,1,8,74,22,266,6,3,6.73
Delhi,Dwarka,Midnight,stormy,Robbery,4,0,4,67,41,217,9,8,10.0
Kolkata,Barasat,Evening,sunny,Assault,9,4,7,62,27,95,2,4,6.18
Chennai,Adyar,Evening,sunny,Cyber Crime,0,4,7,51,15,187,1,1,5.32
Kolkata,Howrah,Midnight,sunny,Fraud,0,3,4,21,30,207,1,9,7.96
Pune,Hadapsar,Evening,cloudy,Cyber Crime,7,3,1,43,33,73,4,4,3.17
Bangalore,HSR Layout,Night,foggy,Eve Teasing,8,2,3,63,42,161,8,1,6.78
Chennai,Velachery,Afternoon,rainy,Cyber Crime,6,4,2,11,33,160,1,8,6.25
Bangalore,Koramangala,Evening,cloudy,Cyber Crime,2,0,3,67,35,59,1,5,4.8
Pune,Kothrud,Evening,rainy,Vandalism,5,2,5,61,40,25,7,4,5.55
Delhi,Nehru Place,Midnight,foggy,Burglary,2,4,1,79,44,24,2,1,6.56
Pune,Kothrud,Night,stormy,Theft,9,0,5,38,27,257,2,6,7.43
Delhi,Lajpat Nagar,Afternoon,sunny,Fraud,3,4,2,57,43,2,5,6,4.87
Chennai,Porur,Midnight,rainy,Fraud,3,4,4,70,21,287,5,1,5.58
Chennai,Guindy,Midnight,cloudy,Chain Snatching,2,0,6,52,29,256,5,9,8.96
Hyderabad,Banjara Hills,Night,rainy,Pickpocketing,9,4,9,64,40,279,4,5,6.77
Kolkata,Ultadanga,Afternoon,stormy,Pickpocketing,5,4,6,47,20,247,3,9,6.41
Hyderabad,Banjara Hills,Night,sunny,Chain Snatching,4,4,2,77,18,43,8,9,7.05
Kolkata,New Town,Afternoon,rainy,Burglary,8,3,8,8,36,32,3,2,5.14
Hyderabad,Jubilee Hills,Night,stormy,Pickpocketing,8,1,5,79,37,293,0,7,7.33
Bangalore,Whitefield,Midnight,cloudy,Eve Teasing,2,4,9,56,34,111,7,4,7.78
Chennai,Chrompet,Midnight,foggy,Vandalism,8,0,9,36,25,290,7,7,9.51
Delhi,Vasant Kunj,Morning,cloudy,Theft,2,4,4,55,38,272,2,6,5.5
Kolkata,Howrah,Evening,sunny,Theft,3,3,1,14,35,42,8,7,6.22
Pune,Aundh,Night,cloudy,Robbery,0,3,9,16,33,43,6,0,7.71
Kolkata,Ultadanga,Morning,cloudy,Robbery,4,4,9,43,16,288,6,5,7.44
Delhi,Nehru Place,Evening,cloudy,Vandalism,8,2,8,72,31,86,4,2,4.64
Hyderabad,LB Nagar,Night,cloudy,Carjacking,1,1,5,14,29,229,2,4,8.69
Kolkata,Dum Dum,Afternoon,sunny,Carjacking,3,0,5,77,34,82,9,1,6.25
Ahmedabad,Vastrapur,Evening,stormy,Fraud,9,0,6,14,32,203,4,3,6.6
Bangalore,Jayanagar,Midnight,rainy,Fraud,1,0,1,27,26,129,2,5,7.14
Chennai,Porur,Morning,foggy,Mobile Theft,7,0,9,17,17,137,2,0,4.17
Delhi,Dwarka,Evening,rainy,Chain Snatching,8,3,5,52,31,82,0,1,4.86
Chennai,Tambaram,Evening,rainy,Assault,2,1,7,48,28,174,3,1,7.65
Ahmedabad,Naranpura,Midnight,foggy,Mobile Theft,8,4,8,68,43,135,8,8,7.97
Kolkata,Gariahat,Night,sunny,Robbery,5,4,5,44,20,106,5,4,6.8
Kolkata,Barasat,Afternoon,foggy,Assault,5,2,3,10,18,150,5,4,6.43
Pune,Shivajinagar,Midnight,sunny,Pickpocketing,6,4,6,76,35,108,5,5,5.83
Ahmedabad,Ghatlodia,Afternoon,rainy,Theft,4,1,7,47,22,221,4,9,7.99
Delhi,Janakpuri,Night,sunny,Fraud,5,4,4,36,41,246,1,2,4.26
Pune,Aundh,Evening,stormy,Carjacking,0,3,9,53,34,36,4,8,8.79
Bangalore,Yeshwanthpur,Afternoon,foggy,Vandalism,2,4,4,78,36,267,9,2,4.77
Pune,Kothrud,Morning,stormy,Robbery,8,0,2,23,17,73,2,3,5.29
Mumbai,Dadar,Morning,rainy,Theft,4,0,9,56,22,114,9,8,7.09
Delhi,Karol Bagh,Midnight,foggy,Burglary,4,0,4,56,27,80,1,9,8.61
Mumbai,Chembur,Night,rainy,Vandalism,7,0,4,38,33,192,3,7,7.33
Ahmedabad,Bopal,Midnight,stormy,Assault,1,3,1,63,29,213,9,5,9.46
Hyderabad,Jubilee Hills,Midnight,rainy,Mobile Theft,6,3,2,9,37,14,8,7,7.41
Mumbai,Bandra,Midnight,foggy,Mobile Theft,8,3,3,70,21,83,6,0,5.86
Bangalore,Indiranagar,Morning,foggy,Mobile Theft,6,4,7,45,17,265,9,3,5.31
Pune,Wakad,Morning,rainy,Eve Teasing,4,0,9,38,33,297,8,9,8.88
Hyderabad,Banjara Hills,Midnight,foggy,Assault,5,2,5,58,40,153,2,3,8.4
Pune,Kothrud,Morning,foggy,Robbery,3,2,4,24,24,252,1,1,5.44
Mumbai,Dadar,Night,rainy,Vandalism,6,0,2,58,42,272,8,1,6.45
Pune,Baner,Midnight,stormy,Eve Teasing,0,1,7,70,41,131,5,9,8.91
Ahmedabad,Isanpur,Morning,foggy,Pickpocketing,3,4,6,22,30,198,9,8,7.24
Hyderabad,Banjara Hills,Afternoon,foggy,Burglary,2,2,7,48,28,82,3,5,6.24
Ahmedabad,Chandkheda,Midnight,foggy,Assault,3,3,8,52,22,125,3,6,9.29
Mumbai,Dadar,Midnight,foggy,Burglary,0,1,9,39,25,213,9,3,9.47
Ahmedabad,Maninagar,Night,rainy,Vandalism,1,3,5,43,33,214,9,2,7.12
Bangalore,Jayanagar,Evening,stormy,Theft,8,1,5,7,16,237,5,2,6.02
Mumbai,Kurla,Evening,stormy,Vandalism,6,1,4,23,19,87,6,4,6.99
Mumbai,Mulund,Night,sunny,Carjacking,5,4,3,22,25,112,9,5,7.06
Mumbai,Dadar,Night,foggy,Eve Teasing,1,3,7,9,21,104,4,1,7.82
Delhi,Pitampura,Night,foggy,Cyber Crime,0,3,5,59,22,62,7,6,7.1
Pune,Aundh,Evening,sunny,Theft,1,2,7,17,31,238,9,6,7.7
Delhi,Janakpuri,Night,stormy,Assault,6,0,2,38,26,25,0,0,6.28
Delhi,Karol Bagh,Morning,cloudy,Pickpocketing,1,0,9,22,32,127,0,6,6.24
Bangalore,Hebbal,Midnight,cloudy,Burglary,2,2,9,72,43,0,3,3,8.03
Hyderabad,Dilsukhnagar,Midnight,stormy,Vandalism,7,1,9,76,21,93,7,3,7.57
Pune,Chinchwad,Afternoon,foggy,Chain Snatching,6,2,5,47,23,11,7,2,5.51
Ahmedabad,Vastrapur,Afternoon,cloudy,Robbery,8,2,9,69,33,165,5,8,8.3
Kolkata,New Town,Midnight,rainy,Assault,3,3,1,45,28,297,4,2,7.3
Mumbai,Borivali,Morning,rainy,Cyber Crime,6,2,2,42,38,271,9,3,4.68
Ahmedabad,Naranpura,Evening,sunny,Robbery,0,1,5,42,44,66,9,2,7.27
Mumbai,Mulund,Evening,stormy,Theft,1,0,5,17,40,166,1,7,8.5
Bangalore,Indiranagar,Morning,stormy,Carjacking,6,4,6,26,33,253,4,7,6.51
Mumbai,Andheri,Evening,cloudy,Assault,1,2,8,33,34,252,4,9,9.29
Delhi,Karol Bagh,Night,foggy,Carjacking,5,2,1,13,32,245,1,7,8.33
Pune,Hadapsar,Midnight,stormy,Cyber Crime,9,3,9,72,39,58,7,4,7.79
Kolkata,Salt Lake,Midnight,cloudy,Carjacking,8,3,4,21,44,293,9,6,7.21
Chennai,Adyar,Morning,cloudy,Pickpocketing,4,2,8,41,29,143,4,2,3.77
Mumbai,Chembur,Evening,stormy,Theft,9,2,5,68,35,208,4,7,6.33
Ahmedabad,Naranpura,Afternoon,cloudy,Vandalism,6,1,1,71,35,225,0,9,5.05
Delhi,Dwarka,Afternoon,sunny,Chain Snatching,0,0,9,8,18,283,0,1,6.78
Chennai,Nungambakkam,Evening,sunny,Eve Teasing,7,0,8,44,27,90,0,7,5.92
Kolkata,Howrah,Afternoon,stormy,Cyber Crime,8,4,5,20,19,110,7,5,4.83
Chennai,T.Nagar,Morning,foggy,Mobile Theft,4,0,4,15,26,239,9,1,5.66
Delhi,Rohini,Morning,sunny,Carjacking,5,4,8,30,44,79,1,5,5.46
Pune,Chinchwad,Evening,sunny,Theft,7,3,9,76,31,203,7,9,8.0
Pune,Chinchwad,Afternoon,stormy,Pickpocketing,3,4,7,69,24,237,5,1,5.43
Hyderabad,Jubilee Hills,Morning,rainy,Assault,1,4,4,6,44,293,4,2,6.14
Pune,Wakad,Morning,cloudy,Fraud,9,0,7,49,40,183,5,4,4.6
Hyderabad,Jubilee Hills,Night,sunny,Fraud,7,2,6,47,26,211,3,0,5.08
Chennai,Anna Nagar,Night,rainy,Chain Snatching,1,3,3,7,20,250,2,8,8.03
Bangalore,Whitefield,Morning,foggy,Cyber Crime,4,1,3,38,41,226,3,9,6.25
Ahmedabad,Ghatlodia,Evening,rainy,Pickpocketing,5,4,1,69,34,166,8,2,4.71
Ahmedabad,Vastrapur,Midnight,stormy,Theft,4,4,5,68,42,30,7,0,6.63
Chennai,Anna Nagar,Midnight,foggy,Pickpocketing,5,4,8,11,34,150,7,5,7.45
Mumbai,Chembur,Morning,foggy,Eve Teasing,5,2,6,39,26,161,0,0,4.34
Mumbai,Bandra,Morning,rainy,Eve Teasing,2,1,8,26,27,95,4,2,5.32
Pune,Viman Nagar,Morning,stormy,Vandalism,2,0,7,52,35,272,5,6,6.65
Ahmedabad,Bopal,Evening,sunny,Fraud,8,3,2,36,44,23,8,3,4.68
Ahmedabad,Isanpur,Night,rainy,Fraud,2,2,8,30,31,117,9,8,8.28
Hyderabad,Dilsukhnagar,Morning,sunny,Eve Teasing,2,1,4,10,34,86,9,6,6.6
Bangalore,BTM Layout,Morning,rainy,Pickpocketing,1,3,5,50,24,274,5,4,4.92
Delhi,Connaught Place,Afternoon,sunny,Chain Snatching,6,0,8,59,33,49,0,8,6.09
Mumbai,Thane,Evening,rainy,Chain Snatching,9,3,5,79,19,111,0,2,4.66
Ahmedabad,Maninagar,Morning,foggy,Cyber Crime,9,4,5,59,40,279,6,7,5.13
Hyderabad,Banjara Hills,Afternoon,cloudy,Carjacking,3,4,6,61,19,135,2,7,6.2
Kolkata,Barasat,Midnight,foggy,Cyber Crime,0,2,7,67,22,2,6,3,7.26
Hyderabad,Madhapur,Morning,sunny,Assault,5,3,9,5,44,161,4,0,6.29
Mumbai,Chembur,Morning,stormy,Fraud,4,4,7,25,31,76,0,3,4.38
Mumbai,Goregaon,Afternoon,foggy,Eve Teasing,1,2,6,24,17,184,7,8,7.93
Hyderabad,Miyapur,Evening,cloudy,Pickpocketing,5,2,4,77,35,57,8,9,6.56
Delhi,Dwarka,Morning,sunny,Cyber Crime,0,2,2,33,30,162,5,0,3.91
Chennai,Velachery,Midnight,foggy,Cyber Crime,2,0,9,47,41,20,1,2,6.08
Mumbai,Chembur,Morning,rainy,Theft,3,4,5,49,33,64,8,7,5.93
Hyderabad,Madhapur,Midnight,stormy,Assault,2,4,5,69,20,65,1,2,7.35
Ahmedabad,Chandkheda,Night,sunny,Cyber Crime,5,1,3,7,24,297,5,1,5.32
Hyderabad,Abids,Night,foggy,Chain Snatching,3,0,3,24,30,298,9,0,6.72
Bangalore,Hebbal,Midnight,sunny,Robbery,0,4,1,41,27,281,3,8,8.88
Chennai,Mylapore,Evening,rainy,Robbery,4,4,5,42,17,174,5,9,7.98
Kolkata,Barasat,Morning,cloudy,Pickpocketing,4,1,3,78,36,164,3,2,4.19
